,access,description,isFav,isInvitationOnly,isViewOnly,phone,snippet,sortField,sortOrder,tags,thumbnail,title
0,private,Group for RPA Field Boundaries Updates,FALSE,TRUE,FALSE,null,Group for RPA Field Boundaries Updates,title,asc,"RPA, Field Boundaries, RPA Updates, Hedge Control, Land Parcels",,RPA - Field Boundary Management
